data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,vfw_forwarded_packets_per_sec,vfw_dropped_packets_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,vfw,4,512,35,9424.6756,34.9862,6.8094,27.3579,910.9977,6052.5236,0.1292,0.866,50.0
train,vfw,1,640,40,10043.9325,39.9598,29.5272,23.5315,1516.8396,8642.7977,0.0716,0.7998,50.0
train,vfw,4,640,55,11647.5458,55.0115,7.5149,27.8794,3300.8989,8910.2462,0.1386,0.5998,50.0
train,vfw,2,896,30,9073.4915,29.994,13.0413,25.2648,786.9603,8913.6833,0.0705,0.9328,50.0
train,vfw,2,1024,55,11768.5293,54.9951,15.5315,25.6476,3159.9862,9913.6958,0.0653,0.5995,50.0
train,vfw,3,640,30,9076.0998,29.9923,7.7345,24.9962,1613.6132,9208.1419,0.1722,0.9331,50.0
train,vfw,1,768,25,8421.1962,24.975,21.3679,23.7377,422.6914,8605.8868,0.0438,0.9996,50.0
train,vfw,2,768,65,12849.2414,64.9875,17.5787,25.343,4669.8842,10497.9398,0.0307,0.4665,50.0
train,vfw,4,512,100,16606.8444,100.0068,12.5667,28.9259,7401.9333,11175.7778,0.0141,0.0,50.0
train,vfw,4,384,50,11111.8241,49.995,8.6873,41.5387,2868.1098,8763.0871,0.0825,0.6661,50.0
train,vfw,2,384,55,11721.7507,54.9737,19.8738,38.0488,3377.9125,9805.3213,0.0332,0.5997,50.0
train,vfw,3,1024,95,16102.4693,95.0109,13.0376,26.5436,5707.6272,10566.0043,0.1401,0.0666,50.0
train,vfw,1,512,25,8370.8567,24.9547,24.8975,23.7658,372.3485,8546.4639,0.0,1.0,50.0
train,vfw,1,384,75,13885.0072,74.9348,44.8076,37.0978,5045.9418,10244.2608,0.0241,0.3332,50.0
train,vfw,3,768,60,12299.7484,59.9994,10.8022,25.6242,3704.0155,9717.2996,0.1282,0.5331,50.0
train,vfw,3,384,90,15518.107,89.9856,14.8219,38.1911,6444.2713,10474.9131,0.0123,0.1333,50.0
train,vfw,1,640,40,10046.1627,39.9878,28.5663,23.9026,1639.3482,9222.2166,0.0204,0.7998,50.0
train,vfw,1,256,80,14422.6493,79.8208,47.9787,48.8451,5700.5792,10593.3232,0.0337,0.2665,49.0
train,vfw,1,896,30,8992.6149,29.9727,21.1425,23.6961,943.8175,8635.7031,0.0622,0.9328,50.0
train,vfw,2,768,60,12308.6083,59.9935,16.3694,25.0437,3528.3818,9714.2233,0.0331,0.5331,50.0
train,vfw,4,256,70,13333.1694,69.9838,9.176,55.5499,4237.1093,10275.9164,0.0431,0.3997,50.0
train,vfw,2,384,60,12275.3409,59.9862,17.7954,38.0859,3987.9675,10188.8892,0.0311,0.5331,50.0
train,vfw,1,384,70,13336.861,69.9435,44.9959,37.2317,5033.1359,10510.8544,0.026,0.3998,50.0
train,vfw,4,512,40,9977.4026,39.994,7.3263,27.7682,2091.1406,7200.1125,0.1203,0.7994,50.0
train,vfw,2,384,80,14459.5488,79.9812,21.38,37.5452,5590.4376,10504.2776,0.0226,0.2665,50.0
train,vfw,1,1024,65,12850.0237,64.9486,28.1074,24.0154,4670.8742,10577.7219,0.0485,0.4663,50.0
train,vfw,3,512,25,8542.2697,24.9987,7.6786,24.7289,1009.2573,9339.8798,0.0,1.0,50.0
train,vfw,2,512,30,9028.9583,29.9471,12.4059,24.3417,533.314,8397.8774,0.001,0.9333,50.0
train,vfw,4,1024,75,13916.0411,75.0653,9.9727,27.9008,5040.8987,10576.3701,0.1542,0.3353,50.0
train,vfw,1,768,60,12272.9137,59.9827,32.4468,24.2406,3670.8944,9568.3572,0.1121,0.5331,50.0
train,vfw,1,896,100,16669.5516,99.9481,41.3208,24.8448,7791.2777,11415.3778,0.0129,0.0,50.0
test,vfw,2,256,25,8487.8667,24.9924,13.5,53.489,605.7778,9042.5333,0.1013,0.9983,49.0
train,vfw,3,256,99999,18968.9807,126.9184,15.6036,51.3365,8938.1307,10028.9037,0.0014,0.0,50.0
train,vfw,2,896,90,15537.2686,89.9665,18.8693,25.7934,6357.2839,10692.4535,0.0222,0.1333,50.0
train,vfw,3,640,75,13918.2722,75.0147,11.2249,25.2393,4489.6526,10288.0331,0.0335,0.3333,50.0
train,vfw,3,384,30,9056.4173,29.9952,8.1379,38.3562,711.6667,7346.9483,0.001,0.9333,50.0
train,vfw,2,384,30,8996.7552,30.005,12.178,39.0336,1131.2698,9067.6194,0.0438,0.9329,50.0
train,vfw,3,256,65,12812.5531,64.9862,13.6991,51.6413,4497.4771,8860.7356,0.0075,0.4667,50.0
train,vfw,4,256,95,16077.3997,94.9422,10.969,56.6534,6577.1427,10333.1291,0.1092,0.0666,50.0
train,vfw,1,1024,85,15035.9759,84.9112,33.4766,24.0821,6044.2333,10833.826,0.0289,0.1998,50.0
test,vfw,1,256,99999,18936.8,126.8743,60.3111,49.188,6901.6,11470.9778,0.0013,0.0,50.0
train,vfw,1,512,75,13890.3475,75.0456,43.8507,25.1194,5418.0427,10763.983,0.0095,0.3333,50.0
train,vfw,4,384,60,12213.0594,59.9925,9.2502,41.7937,3799.477,9229.3383,0.0688,0.5329,50.0
train,vfw,4,640,99999,18960.3162,126.8744,13.6614,27.4813,9372.8036,10645.0475,0.0016,0.0,50.0
train,vfw,4,640,55,11660.3892,55.0097,8.6808,27.9827,3164.8023,8533.6229,0.1369,0.5998,50.0
train,vfw,2,768,85,15004.2084,84.9521,19.76,25.0461,5494.0975,10086.9004,0.0213,0.1999,50.0
train,vfw,4,256,35,9490.7991,34.9867,6.7427,54.1421,1537.0072,9107.3905,0.0486,0.866,50.0
train,vfw,4,256,90,15532.1583,89.9767,11.3059,56.3422,6677.202,11051.8505,0.0238,0.1332,50.0
train,vfw,4,256,80,14437.4216,79.9828,9.4174,55.843,5954.9503,10937.2621,0.0335,0.2665,50.0
train,vfw,4,384,35,9450.8014,34.9905,5.7065,40.8155,1030.9662,7569.5647,0.0152,0.866,50.0
train,vfw,3,768,50,11215.8128,50.0006,8.797,25.1286,1863.6908,8662.6909,0.12,0.6664,50.0
train,vfw,3,512,75,13920.9057,75.0181,10.4074,25.5592,5378.042,10607.9291,0.0095,0.3333,50.0
train,vfw,1,384,35,9509.3704,34.9878,32.4168,36.5624,1212.1916,9229.3833,0.0398,0.8663,49.0
train,vfw,4,896,65,12806.348,65.0388,11.1096,28.1543,4528.3639,10133.6387,0.1767,0.4676,50.0
train,vfw,4,1024,40,10105.8452,40.0123,6.5795,27.4167,1687.5242,9084.354,0.3503,0.8,49.0
train,vfw,3,384,65,12826.2593,65.0005,12.8526,38.3502,4359.8796,9582.197,0.0075,0.4667,50.0
train,vfw,1,512,25,8368.8277,24.9547,25.1039,23.8723,929.2695,9161.7134,0.0,1.0,50.0
train,vfw,3,384,35,9592.9344,34.9803,9.1224,38.3625,1176.18,7423.9044,0.0662,0.8667,50.0
train,vfw,2,512,75,13933.5447,74.9579,19.2978,25.0045,5213.7967,10548.0583,0.0095,0.3333,50.0
train,vfw,2,640,30,9046.9498,29.9645,13.6932,24.2085,706.2118,8525.2634,0.0241,0.9331,50.0
train,vfw,2,640,50,11226.9919,49.9716,15.4758,24.9594,2521.3533,9265.2213,0.0213,0.6665,50.0
train,vfw,1,640,90,15554.5235,90.035,45.2438,24.9623,6995.7001,11240.8685,0.0153,0.1333,50.0
train,vfw,3,896,45,10689.6651,44.9937,9.3012,25.4183,2302.5206,8546.1343,0.4273,0.7329,50.0
train,vfw,2,768,55,11765.5104,54.9796,15.5589,25.1493,3415.8124,9980.2908,0.0355,0.5998,50.0
train,vfw,4,512,90,15490.6049,89.9971,13.667,28.5058,6496.2014,10740.8579,0.0340,0.1332,50.0
train,vfw,2,512,100,16649.0772,99.9418,23.073,25.2833,7450.6655,11173.8801,0.0142,0.0,50.0
train,vfw,1,768,99999,18980.0753,126.9445,51.6907,23.6407,10122.5282,11250.4491,0.0013,0.0,50.0
train,vfw,1,640,80,14454.4156,80.0281,41.3777,25.0139,5865.4858,10873.4846,0.0163,0.2666,50.0
test,vfw,2,512,100,16609.0,100.0255,20.0778,27.9978,7557.2667,11274.5556,0.014,0.0,50.0
train,vfw,1,896,75,13933.6022,74.971,33.0704,24.1124,5552.1541,10776.9663,0.0314,0.3331,50.0
train,vfw,4,256,85,14981.9484,84.971,10.9875,56.0895,6102.9943,10740.8827,0.0286,0.1998,50.0
train,vfw,2,512,99999,18979.0147,127.0137,28.1894,25.048,9679.9436,10768.7242,0.0015,0.0,50.0
train,vfw,2,512,60,12307.4133,59.9752,17.0092,24.6885,4033.294,10192.3611,0.0066,0.5333,50.0
train,vfw,1,512,70,13332.9383,70.0293,42.664,24.5937,4694.6594,10245.4666,0.0086,0.4,50.0
train,vfw,2,896,70,13385.9254,69.9864,16.7881,25.5615,4450.5361,10039.2935,0.0383,0.3998,50.0
train,vfw,3,640,25,8535.4025,25.0011,7.7174,24.8459,758.1204,8571.2495,0.1779,0.9998,50.0
train,vfw,1,384,35,9490.521,34.9737,32.3733,36.64,1582.3124,9685.0401,0.0352,0.8663,49.0
train,vfw,2,1024,40,10137.1596,39.9606,13.1446,25.5843,1226.0414,8865.4525,0.0824,0.7994,50.0
train,vfw,3,256,100,16589.1597,99.9702,18.2949,50.982,7311.3614,11064.147,0.0141,0.0,50.0
train,vfw,1,640,75,13905.5748,75.0308,39.3207,24.9861,5625.325,10937.6975,0.0168,0.3333,50.0
train,vfw,3,512,70,13381.6488,70.0075,11.2103,25.3925,5076.5988,10604.9473,0.0085,0.4,50.0
train,vfw,3,256,95,16049.6744,94.9833,17.4428,51.3299,6838.2988,10897.5424,0.0132,0.0667,50.0
train,vfw,3,256,65,12813.42,65.0025,13.6886,51.7791,3990.2764,8540.012,0.0075,0.4667,50.0
train,vfw,3,384,99999,18958.8892,126.9149,16.8882,37.849,7456.7539,8220.3802,0.0241,0.0,50.0
train,vfw,1,256,90,15495.4887,89.7748,50.1056,48.769,6551.6186,11102.0295,0.0220,0.1332,50.0
train,vfw,3,768,70,13388.1502,69.9996,10.9795,25.6221,4391.4451,9786.5879,0.1926,0.3998,50.0
train,vfw,4,640,75,13868.2867,75.0348,9.6738,28.8129,5612.9215,10229.4945,0.0823,0.3336,50.0
train,vfw,1,256,80,14415.6329,79.8207,48.136,48.8991,5674.9364,10759.928,0.0365,0.2665,49.0
train,vfw,4,384,85,14964.3156,84.9743,11.8937,42.2965,5869.5439,10217.5571,0.0347,0.1998,50.0
train,vfw,1,640,95,16103.7477,95.0327,45.8606,24.9355,6789.8445,10848.4546,0.0148,0.0667,50.0
train,vfw,2,256,25,8393.2878,25.0047,12.5221,53.109,907.6871,9197.009,0.0919,0.9991,50.0
train,vfw,1,1024,75,13945.782,74.9292,29.6535,24.1271,5474.2768,10647.1112,0.0387,0.3331,50.0
train,vfw,4,640,95,16066.9978,95.0213,11.6187,28.4925,6523.224,10411.7773,0.0277,0.0674,50.0
train,vfw,3,384,99999,18954.0134,126.9026,18.054,37.5767,8121.559,9029.8122,0.0015,0.0,50.0
train,vfw,2,384,90,15549.9883,89.964,23.8021,37.5293,6487.3334,10788.7843,0.0184,0.1333,50.0
train,vfw,2,896,75,13929.3795,74.9744,16.8408,25.737,5829.6718,10402.7159,0.0343,0.3331,50.0
train,vfw,2,384,95,16096.5194,94.9773,23.4398,37.6768,7217.2709,11335.916,0.0148,0.0666,50.0
train,vfw,4,896,60,12258.8942,60.0347,9.0645,27.8332,4055.8878,9908.1406,0.1999,0.5341,50.0
train,vfw,3,384,50,11206.2006,49.9885,8.8922,38.456,2613.1637,8418.5974,0.0047,0.6667,50.0
train,vfw,1,896,85,15032.3775,84.9708,33.4295,24.4577,6293.9839,11003.5705,0.0246,0.1999,50.0
train,vfw,3,1024,65,12848.734,64.9808,11.3892,26.4765,3998.9436,9126.4739,0.3648,0.4663,50.0
train,vfw,1,384,50,11150.0516,49.9553,38.0873,36.7596,2871.359,9467.9572,0.0752,0.6664,49.0
train,vfw,2,256,30,8938.2451,29.9871,13.7576,52.9193,1285.4779,8846.0712,0.0866,0.9325,50.0
train,vfw,1,512,45,10579.5712,44.9997,31.1207,24.5278,2490.2614,9507.3069,0.0038,0.7333,50.0
train,vfw,2,1024,90,15544.0204,89.9939,18.5447,26.2327,6600.6871,10849.1929,0.0711,0.1332,50.0
train,vfw,2,896,100,16627.3715,99.9847,17.9297,26.0031,7492.056,11225.3988,0.0141,0.0,50.0
validation,vfw,3,512,99999,18954.3333,127.0068,16.3407,27.1126,6860.3556,11357.6667,0.0015,0.0,50.0
train,vfw,2,768,75,13931.7942,74.9826,17.757,25.2675,5504.1448,10645.1742,0.026,0.3332,50.0
train,vfw,3,768,50,11214.1086,50.0102,9.121,25.0698,2078.7179,9256.7093,0.085,0.6664,50.0
train,vfw,4,384,100,16620.1918,99.9932,11.8176,43.1505,7565.4996,11368.0952,0.0142,0.0,50.0
train,vfw,4,768,100,16625.3479,100.0606,12.5148,28.5281,7572.3723,11415.3778,0.0141,0.0016,50.0
train,vfw,3,640,35,9613.0305,34.9939,7.4032,24.9398,921.7284,8135.6233,0.1591,0.8665,50.0
train,vfw,1,512,95,16093.4261,95.085,50.3594,25.1577,6799.119,11214.1915,0.0133,0.0667,50.0
train,vfw,1,768,35,9518.8913,34.9714,24.27,23.9452,2196.5875,9886.7284,0.0399,0.8663,50.0
train,vfw,4,256,90,15531.7429,89.9627,10.1236,56.4576,7092.5766,11415.3778,0.0238,0.1332,50.0
train,vfw,2,896,60,12307.4617,59.987,15.2162,25.4433,3448.8701,9748.5995,0.0464,0.533,50.0
train,vfw,4,896,25,8432.6145,24.9971,6.2729,27.3843,806.6666,8408.333,0.3741,0.9992,49.0
train,vfw,1,896,90,15571.5701,89.9385,37.6684,24.1719,6319.3099,10679.183,0.0212,0.1333,50.0
train,vfw,4,512,100,16597.3593,100.0053,13.0023,28.8272,7426.2599,11415.3778,0.0160,0.0,50.0
train,vfw,3,384,35,9591.6583,34.9896,10.8235,38.153,1393.2985,7849.2906,0.0019,0.8667,50.0
train,vfw,4,640,60,12196.4094,60.0102,8.1963,27.9069,3620.7391,9078.984,0.1116,0.5333,50.0
train,vfw,3,1024,99999,18979.4222,127.0061,19.5407,26.9217,10216.9778,11360.6444,0.0014,0.0,50.0
train,vfw,4,384,25,8356.2409,24.9813,7.651,40.4635,758.5467,7258.5108,0.1166,0.9992,50.0
train,vfw,4,256,75,13883.4652,74.9902,9.0076,55.5419,4967.4437,10488.5555,0.0383,0.3331,50.0
train,vfw,1,640,80,14448.3211,80.0083,41.5696,24.4192,5218.936,10139.5303,0.0163,0.2666,50.0
train,vfw,4,256,70,13342.8468,69.9737,8.8269,55.6828,4872.6757,10174.4567,0.1163,0.3997,50.0
train,vfw,2,640,55,11763.1374,54.9665,15.3121,24.8891,3104.8783,9362.5017,0.0206,0.5999,50.0
train,vfw,4,896,25,8432.7167,24.9973,7.1816,27.6274,837.688,8439.8146,0.3625,0.9992,49.0
train,vfw,4,1024,40,10086.5341,39.9765,6.7637,27.41,1387.4974,8735.1741,0.3504,0.8,49.0
train,vfw,2,384,50,11182.4002,49.9805,16.2069,38.0541,2177.776,8939.3419,0.0353,0.6664,50.0
train,vfw,4,256,100,16628.0667,99.9645,11.4,56.7976,7394.8444,11166.5556,0.0142,0.0,50.0
train,vfw,4,512,80,14397.1345,80.0044,10.7741,28.4941,5397.2917,9590.5774,0.0495,0.2665,50.0
train,vfw,4,768,75,13889.3948,75.0318,10.6946,28.4745,5362.1763,10028.8469,0.1627,0.3342,50.0
train,vfw,4,256,99999,18991.2643,126.9605,13.487,52.8852,6716.8159,7684.9257,0.0014,0.0,50.0
train,vfw,1,512,25,8383.6877,24.9607,25.4438,23.8233,730.8394,8545.5304,0.1409,1.0,50.0
train,vfw,3,768,50,11210.7834,50.0027,8.5454,25.1318,2516.1926,9308.4908,0.0771,0.6664,50.0
train,vfw,1,768,100,16664.1111,99.9883,43.6576,24.8548,7926.0977,11415.3778,0.0143,0.0,50.0
train,vfw,4,1024,95,16095.1403,95.0846,10.9766,28.0165,6697.0623,10734.8138,0.0421,0.0697,50.0
train,vfw,2,640,40,10135.7271,39.9883,13.4556,24.5028,1922.3408,9266.9651,0.0227,0.7998,50.0
train,vfw,4,1024,95,16100.1631,95.0905,12.0631,28.4329,7470.3359,11415.3778,0.0421,0.0697,50.0
train,vfw,4,640,90,15516.5401,90.0336,11.5468,28.7619,6929.2787,11070.977,0.0414,0.1339,50.0
train,vfw,1,896,99999,18975.4904,126.8929,55.0549,24.3013,10216.9778,11415.3778,0.0014,0.0,50.0
train,vfw,4,1024,50,11194.0567,50.0215,7.9587,27.9035,3337.9215,9887.7319,0.2943,0.6672,49.0
train,vfw,2,640,99999,18978.8708,127.0004,28.9365,25.433,10216.9778,11415.3778,0.0015,0.0,50.0
train,vfw,4,1024,45,10648.4886,45.0179,6.5698,27.5662,2096.975,9164.4804,0.3223,0.7336,49.0
train,vfw,4,1024,100,16639.1327,100.0919,11.214,28.1439,7766.2931,11373.8722,0.0134,0.0033,50.0
train,vfw,2,512,45,10672.4462,44.9674,14.5455,24.4199,1457.4187,8373.8372,0.0038,0.7333,50.0
train,vfw,2,512,25,8501.2936,24.9752,12.2978,24.1828,715.4923,8626.5382,0.0,1.0,50.0
train,vfw,4,384,50,11113.8803,49.9848,7.3771,41.431,3324.7796,8560.3544,0.0825,0.6661,50.0
train,vfw,1,768,95,16116.0917,95.0032,42.9799,24.6986,7130.8636,11394.9243,0.0163,0.0666,50.0
validation,vfw,2,256,25,8408.6667,24.9887,11.6444,52.813,624.2,8747.6444,1.1087,0.9967,50.0
train,vfw,4,896,99999,18974.252,126.8963,12.6529,27.3977,9256.1271,10144.4879,0.0609,0.0,50.0
train,vfw,3,512,85,14978.6012,84.9722,11.7721,25.3675,5643.9225,10185.3182,0.0114,0.2,50.0
train,vfw,3,512,75,13917.8359,75.0066,10.8481,25.2978,5247.0164,10464.9479,0.0095,0.3333,50.0
train,vfw,2,512,30,9047.1022,29.9802,12.2741,24.456,1352.4232,8978.0699,0.001,0.9333,50.0
train,vfw,1,896,75,13928.7839,74.9536,32.7246,24.2293,4988.4983,10227.8998,0.0315,0.3331,50.0
train,vfw,4,256,50,11142.6202,49.9873,8.9985,55.2185,3268.2571,9873.6589,0.0623,0.6661,50.0
train,vfw,4,768,45,10588.0378,45.0047,7.4194,27.7379,2543.6433,8420.9535,0.2169,0.7332,50.0
train,vfw,4,640,100,16615.8742,100.0255,11.9895,28.6779,7589.6136,11402.9859,0.0141,0.0008,50.0
train,vfw,2,768,90,15551.613,89.9654,19.7576,25.52,6473.9353,10755.7873,0.0385,0.1333,50.0
train,vfw,1,384,60,12257.7138,59.9476,40.5102,36.9465,3809.9125,9432.3552,0.2056,0.5331,49.0
train,vfw,4,896,70,13356.1213,70.039,8.8504,27.8428,4310.9544,9579.9087,0.1534,0.4012,50.0
train,vfw,4,256,40,10033.1868,39.9602,6.3473,54.6376,1703.9096,8868.9536,0.072,0.7994,50.0
train,vfw,3,384,70,13368.7593,69.9982,13.1604,38.5845,4784.5743,9888.6434,0.0085,0.4,50.0
train,vfw,2,1024,80,14464.5327,80.0076,16.9092,25.7803,5279.5006,10252.3933,0.0368,0.2665,50.0
train,vfw,1,512,30,8919.9703,29.9593,27.1405,24.0603,1516.1033,9123.0346,0.0009,0.9333,50.0
train,vfw,4,1024,99999,18977.5802,126.9452,12.8807,26.9067,8034.7976,8951.2582,0.0015,0.0,50.0
train,vfw,1,384,30,8964.2547,29.9852,31.6542,37.0144,1470.2042,9447.6363,0.0416,0.933,49.0
train,vfw,4,896,80,14446.7833,80.0509,9.548,28.122,5780.7019,10600.3024,0.107,0.2683,50.0
train,vfw,1,896,60,12280.9041,59.957,29.6102,23.9065,3777.6933,9922.4754,0.0417,0.533,50.0
train,vfw,1,768,75,13898.8343,74.9487,36.1035,24.4637,4713.4391,9918.987,0.0241,0.3332,50.0
train,vfw,4,384,25,8361.6179,24.9969,5.3228,40.5547,612.0019,7192.9355,0.1672,0.9992,50.0
train,vfw,1,384,85,14983.3119,84.9339,46.9912,37.0894,5774.7573,10368.7112,0.0201,0.1999,50.0
train,vfw,2,640,60,12307.1327,59.9736,16.554,24.9937,3973.8416,10169.9162,0.0199,0.5332,50.0
train,vfw,3,640,75,13912.5726,74.9902,11.5458,25.4595,4973.1473,10252.7011,0.0584,0.3333,50.0
train,vfw,2,640,100,16638.6087,99.9402,20.9057,25.2759,6768.6254,10399.8943,0.0142,0.0,50.0
train,vfw,4,768,55,11684.7625,55.0069,7.8899,27.9299,3443.192,8748.4294,0.18,0.6002,50.0
train,vfw,4,256,75,13883.995,74.9727,9.7274,55.9079,5582.0274,10648.8834,0.0382,0.3331,50.0
train,vfw,1,896,75,13934.0592,74.9577,34.1791,24.6992,5556.5368,10858.4249,0.0315,0.3331,50.0
train,vfw,4,384,90,15513.1042,89.9772,11.7448,42.1658,6198.6367,10339.9314,0.0278,0.1332,50.0
train,vfw,1,1024,75,13931.2116,74.931,29.6084,23.9779,5304.3526,10915.3178,0.0409,0.3331,50.0
train,vfw,1,256,45,10622.7869,44.9471,38.5149,49.1878,2204.1329,9159.9417,0.0678,0.7327,49.0
train,vfw,2,640,50,11219.835,49.9692,15.3376,24.9291,2998.9086,9563.5291,0.0213,0.6665,50.0
train,vfw,4,512,70,13293.0532,70.003,10.9275,28.4944,4852.3589,9320.3564,0.0672,0.3997,50.0
train,vfw,2,384,95,16102.3172,94.9646,23.7004,37.2377,6298.312,10240.4958,0.0162,0.0666,50.0
train,vfw,2,1024,25,8538.2203,24.9927,13.7415,25.3211,693.4055,9250.1294,0.0994,0.9992,50.0
train,vfw,1,256,40,10085.643,39.9533,37.364,49.558,2244.3283,9335.9569,0.0726,0.7994,48.0
train,vfw,4,384,60,12207.6238,59.9836,8.0822,41.4863,3643.6098,8989.1783,0.0688,0.5329,50.0
train,vfw,2,256,55,11691.4194,55.0041,17.8904,51.8408,3701.3122,10174.0264,0.0608,0.5995,50.0
train,vfw,1,768,55,11720.3449,54.9813,30.8628,24.1571,3271.7305,9560.1483,0.082,0.5998,50.0
train,vfw,4,256,95,16083.4944,94.9641,10.8975,56.4934,6587.4555,10618.9616,0.019,0.0666,50.0
train,vfw,4,768,80,14425.7004,80.0443,10.2979,28.071,5320.7358,10368.5016,0.0374,0.2677,50.0
train,vfw,2,896,30,9072.7321,30.0066,12.652,25.0807,942.8844,9296.8812,0.0706,0.9328,50.0
train,vfw,4,1024,65,12833.813,65.0446,8.7947,27.8277,4535.3268,10012.8673,0.2682,0.4681,50.0
train,vfw,2,384,95,16102.4833,94.9843,23.712,37.2097,7432.7766,11415.3778,0.0163,0.0666,50.0
train,vfw,3,384,95,16058.5209,94.9841,14.6625,38.489,7592.8165,11398.8104,0.0132,0.0667,50.0
train,vfw,4,640,95,16066.8865,95.0323,13.125,28.8475,7208.9667,11180.654,0.0277,0.0674,50.0
train,vfw,1,1024,95,16138.0931,94.8946,33.8399,24.103,6176.0437,10182.4568,0.0191,0.0666,50.0
train,vfw,4,384,55,11664.2354,54.9908,8.4189,41.7012,3422.2925,8985.2844,0.0757,0.5995,50.0
train,vfw,1,768,40,10067.6093,39.9753,25.8256,23.9837,2317.442,9675.0739,0.0379,0.7997,50.0
train,vfw,1,512,65,12788.124,65.0523,38.245,25.0761,4967.8326,10866.9449,0.0076,0.4667,50.0
train,vfw,3,768,25,8525.2108,25.0106,5.0340,25.1903,480.648,8162.762,0.2392,0.9996,50.0
train,vfw,4,256,70,13341.7075,69.997,7.9022,56.1188,5035.8988,10558.252,0.0431,0.3997,50.0
train,vfw,3,896,35,9578.5457,34.9925,9.1657,24.7858,1177.1484,8545.5273,0.1937,0.8661,50.0
train,vfw,1,768,45,10613.8741,44.9734,26.7126,24.0708,2340.3703,9355.0702,0.0359,0.733,50.0
train,vfw,3,256,80,14431.1837,79.993,15.887,51.4043,5053.7902,9221.684,0.0103,0.2667,50.0
train,vfw,3,640,100,16612.6156,100.008,13.043,25.716,7291.4113,11027.8159,0.0141,0.0,50.0
test,vfw,2,256,99999,18938.4889,126.871,28.2,51.9489,10012.5333,11141.8222,0.0016,0.0,50.0
train,vfw,3,1024,45,10685.8965,44.9953,8.6752,25.7789,2734.5065,8493.3739,0.4772,0.7327,50.0
train,vfw,1,768,95,16111.6076,95.0003,42.216,24.6314,7346.725,11415.3778,0.0163,0.0666,50.0
train,vfw,1,256,60,12251.4139,59.8766,41.1994,49.1054,3029.6234,9021.2182,0.0532,0.5329,49.0
train,vfw,4,384,55,11665.2112,55.0003,6.8506,41.7537,3448.2632,9016.1326,0.0757,0.5995,50.0
train,vfw,1,256,95,16044.4181,94.7681,51.2803,48.6259,7033.9739,10960.7143,0.0192,0.0666,50.0
train,vfw,2,896,70,13386.5298,69.9849,16.8444,25.5925,4863.1295,10508.426,0.0383,0.3998,50.0
train,vfw,2,256,60,12230.5375,59.9801,20.616,51.6929,3701.9899,9813.8028,0.0556,0.5329,50.0
train,vfw,1,384,25,8409.2254,24.9717,30.8644,36.4822,507.0636,8707.8408,0.0436,0.9996,49.0
train,vfw,2,512,90,15565.0711,89.9478,21.4954,25.0008,6498.2847,10831.1288,0.0123,0.1333,50.0
train,vfw,3,896,55,11775.7202,55.005,9.5006,25.6727,3240.296,9061.493,0.3597,0.5996,50.0
train,vfw,3,896,55,11768.9124,54.9909,9.4694,25.6451,2723.9416,8415.9038,0.3605,0.5996,50.0
train,vfw,3,896,95,16091.1935,95.0343,12.1929,25.948,5853.7868,11224.591,0.0455,0.0666,50.0
train,vfw,1,512,55,11671.9593,55.0053,35.3347,24.3119,2829.112,9405.8472,0.0050,0.6,50.0
train,vfw,2,384,99999,18970.8996,126.9833,28.6702,37.945,7849.8088,8834.9371,0.0015,0.0,50.0
train,vfw,1,1024,80,14490.5134,79.9172,31.5815,24.1347,5669.1118,10644.299,0.0339,0.2665,50.0
train,vfw,4,1024,50,11194.4731,50.0196,8.1079,27.6255,3431.9757,9725.6848,0.2943,0.6672,49.0
train,vfw,4,512,90,15496.428,89.9966,12.4101,28.7669,6712.2008,10738.4953,0.0318,0.1332,50.0
train,vfw,1,640,85,15005.9532,85.0165,42.8304,24.8934,6867.9356,10814.8329,0.0158,0.2,50.0
train,vfw,4,768,55,11686.6764,55.013,8.0206,27.8589,3688.6193,9371.0741,0.18,0.6002,50.0
train,vfw,2,640,99999,18978.016,127.0088,30.0369,25.5133,9487.9003,11320.527,0.0015,0.0,50.0
train,vfw,2,256,85,14961.3046,84.9356,23.1819,50.2556,5118.6408,9590.2001,0.0297,0.1998,50.0
train,vfw,3,1024,55,11768.6137,54.9847,9.956,25.9471,2774.0777,8016.8775,0.4775,0.5995,50.0
train,vfw,4,768,100,16630.2617,100.0695,10.926,29.0484,8018.4171,11415.3778,0.0141,0.0016,50.0
train,vfw,2,1024,60,12309.7504,59.9934,14.9931,25.8021,3964.1909,10040.2514,0.0596,0.5329,50.0
train,vfw,4,1024,45,10650.9192,45.0245,6.9333,27.5957,2673.8786,9743.7493,0.3223,0.7336,49.0
train,vfw,4,256,80,14435.7251,79.977,9.4047,56.0176,5666.4323,10656.5414,0.0335,0.2665,50.0
train,vfw,4,896,75,13897.1485,75.0481,9.4388,27.9408,4687.989,10003.6973,0.1303,0.3347,50.0
train,vfw,1,512,75,13890.3444,75.0454,42.763,24.8623,5569.5361,10662.0619,0.0095,0.3333,50.0
train,vfw,1,768,50,11152.8326,49.9817,28.9429,24.0393,3005.9228,10181.761,0.0360,0.6664,50.0
