data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,MQTT_package_latency_p99_ms,MQTT_package_latency_average_ms,MQTT_package_loss_pct,MQTT_devices_connected,inline_analyzed_packets_per_sec,inline_blocked_packets_per_sec
train,inline,1,1024,100,16634.4535,99.9969,83.1612,26.8238,1.7773,0.1686,0.0066,50.0,20001.7379,0.0
train,inline,1,768,70,13424.482,69.991,76.2491,28.7023,0.8245,0.1337,0.4017,50.0,14053.6255,0.4638
train,inline,3,640,80,14443.5556,79.9687,36.3213,32.0491,0.0327,0.0327,0.2665,50.0,13291.1142,2363.1107
train,inline,1,384,25,8721.7977,25.06,66.3882,46.2732,0.1721,0.1736,0.9992,49.0,8682.7861,0.519
train,inline,3,896,95,16091.981,94.9911,39.7167,29.7422,0.0229,0.017,0.0666,50.0,15746.7419,7399.2283
train,inline,4,896,45,10599.3669,45.0061,23.1143,31.0694,1.8447,1.3953,0.7312,50.0,12300.8899,2.1721
train,inline,1,256,60,12387.4829,59.8402,77.67,64.2202,0.4217,0.0945,0.5329,50.0,10929.4747,0.0
train,inline,3,640,99999,18953.2895,126.8712,42.6466,32.2438,0.0491,0.0025,0.0,50.0,19970.7208,9989.0469
train,inline,1,768,30,9144.3145,29.9511,68.3097,27.7872,0.2239,0.1534,0.9328,49.0,8857.3794,0.8443
train,inline,1,384,75,13980.3731,74.9137,78.4651,48.1353,0.5842,0.1107,0.3331,50.0,12740.5263,2.1221
train,inline,4,384,40,10041.9137,39.997,24.2668,51.4736,3.914,2.9535,0.797,50.0,9173.4559,1.959
train,inline,1,384,25,8724.8836,25.0725,65.4691,46.6129,0.162,0.1731,0.9992,49.0,8411.3787,0.0
train,inline,4,640,50,11171.1579,50.0094,24.4934,33.4964,4.8791,3.6724,0.663,50.0,11998.7326,0.0
train,inline,3,384,35,9520.5024,34.9661,32.7011,51.9855,0.094,0.0827,0.866,50.0,6503.8428,7.2133
train,inline,2,768,90,15540.8394,89.9677,58.1893,29.3503,0.102,0.0492,0.1332,50.0,12529.461,3.1166
train,inline,4,384,70,13336.4983,69.9905,27.183,50.8032,1.9689,1.4825,0.3985,50.0,13416.0855,0.0
train,inline,4,896,55,11693.6196,55.0102,24.669,30.979,1.5144,1.1438,0.5982,50.0,12180.7153,0.0
train,inline,1,1024,95,16089.3218,94.9843,83.0186,26.8833,1.6596,0.1615,0.0728,50.0,18301.9884,1.7186
train,inline,4,384,45,10591.5204,44.9921,24.4601,51.4486,3.5896,2.7083,0.7306,50.0,10476.4269,0.0
train,inline,4,512,60,12273.0662,60.008,25.1633,33.7389,5.1899,3.9014,0.5298,50.0,14524.1929,4.3087
train,inline,3,256,55,11714.2468,54.9795,38.2508,66.0716,0.0672,0.0621,0.5995,50.0,13789.008,0.0
train,inline,3,512,30,8945.8707,29.9775,28.8203,37.7174,0.0968,0.0857,0.9326,50.0,5564.3333,3.1168
train,inline,4,256,65,12757.8616,64.9789,27.6339,68.0562,0.0456,0.0403,0.4663,50.0,12517.6881,0.0
train,inline,4,640,65,12807.4448,64.9931,25.9579,33.0445,3.4217,2.5741,0.4641,50.0,12450.418,1.9705
train,inline,3,512,55,11687.5774,54.9669,32.1656,35.3467,0.0601,0.0587,0.5995,50.0,9123.9401,1.2716
train,inline,2,768,100,16627.8924,99.9701,61.5678,29.0113,0.069,0.0123,0.0,50.0,14237.6903,0.3603
train,inline,1,384,25,8726.0513,25.0805,66.4356,46.2443,0.1801,0.1739,0.9992,49.0,10143.2027,1.4282
train,inline,1,1024,35,9585.3268,34.868,75.2038,26.8372,0.2895,0.0782,0.8669,50.0,9360.4124,1.6151
train,inline,2,768,65,12819.1025,64.9853,49.2221,29.8958,0.1726,0.1408,0.4663,50.0,12978.2936,0.8569
train,inline,1,896,30,9101.5367,29.9357,71.6478,27.6806,0.2056,0.1124,0.9329,50.0,11016.639,0.0
train,inline,2,1024,70,13358.6536,69.9925,52.3084,28.1956,0.2391,0.1965,0.3997,50.0,15287.0974,1.3126
train,inline,3,768,30,9016.7496,30.0103,29.5761,32.5871,0.0947,0.0888,0.9326,50.0,8386.16,4034.9691
train,inline,3,512,30,8941.6014,29.9937,28.805,37.4619,0.086,0.085,0.9326,50.0,6060.3965,0.0
train,inline,1,384,25,8719.7891,25.0552,66.4158,46.1726,0.1715,0.1736,0.9992,49.0,8348.1784,0.0
train,inline,1,896,80,14486.236,79.9957,79.6406,28.105,1.1549,0.1351,0.2701,50.0,15893.7029,2.7652
train,inline,2,512,100,16627.1523,99.9706,59.0045,30.2324,0.0511,0.012,0.0,50.0,10885.8317,0.8259
train,inline,3,896,40,10130.258,39.9857,31.2093,29.4972,0.0789,0.0789,0.7994,50.0,9642.9418,6268.0432
train,inline,1,1024,50,11218.4805,49.9277,77.1041,26.9567,0.6372,0.0993,0.6683,50.0,12015.1474,0.0
train,inline,2,896,25,8460.6284,25.0109,34.4739,30.151,0.377,0.3797,0.9992,50.0,13234.964,0.0
train,inline,3,768,75,13911.1872,74.9895,36.1503,30.7658,0.0442,0.0389,0.3331,50.0,14475.9001,4659.7661
train,inline,4,512,90,15540.763,89.9972,26.9091,33.4497,1.2978,0.9831,0.1324,50.0,15362.9402,0.0
train,inline,2,512,70,13366.0718,69.9878,49.838,31.0829,0.0728,0.0481,0.3997,50.0,10977.4676,0.337
train,inline,1,896,45,10716.1963,44.942,74.1082,27.7727,0.4909,0.1194,0.7341,50.0,10373.965,2.3134
train,inline,1,384,35,9772.9577,35.0276,68.6751,46.6152,0.254,0.161,0.866,49.0,9797.54,0.0633
train,inline,2,768,60,12274.8239,59.9947,46.9026,29.8802,0.1817,0.1588,0.5329,50.0,12932.5931,0.0
train,inline,2,384,75,13889.1462,74.9569,50.3918,48.7254,0.1912,0.1912,0.3331,50.0,9853.3297,0.0
train,inline,3,640,75,13896.5335,74.9752,35.8327,32.1499,0.0421,0.0382,0.3331,50.0,14060.4361,2329.6009
train,inline,2,384,25,8418.8708,24.9678,39.407,48.2123,0.054,0.5493,0.9992,50.0,8274.2713,0.0
train,inline,1,384,45,10828.4383,45.0143,70.9981,46.9726,0.3426,0.1487,0.7327,49.0,11427.3696,0.7597
train,inline,2,768,35,9554.0094,35.0067,38.4707,30.4293,0.2608,0.2508,0.866,50.0,13180.6596,0.985
train,inline,3,640,85,14988.3282,84.9732,37.2583,31.7371,0.027,0.027,0.1998,50.0,14282.4814,2396.5165
train,inline,2,512,40,10106.5972,40.0056,38.4582,32.0788,0.0834,0.0834,0.7994,49.0,11170.0919,0.0
train,inline,1,1024,85,15012.9107,84.9961,81.7983,27.1496,1.4411,0.1481,0.2051,50.0,16918.8622,0.0
train,inline,4,256,100,16624.2444,99.9458,32.6,67.2995,0.0147,0.0111,0.0,50.0,16660.2667,0.0
train,inline,4,1024,55,11680.0319,55.0059,24.8707,29.8656,0.0706,0.0623,0.599,50.0,11877.1897,1.6506
train,inline,1,896,65,12872.6504,64.9967,77.3836,28.0708,0.8743,0.1286,0.4689,50.0,14255.5949,0.0
train,inline,2,256,50,11112.2005,49.9076,46.0831,64.687,0.6676,0.6676,0.6661,50.0,8953.0914,2.9409
train,inline,3,384,35,9518.1871,34.9917,31.3627,51.9291,0.0816,0.0816,0.866,50.0,8362.4278,0.0
train,inline,2,640,35,9558.789,35.0092,38.2212,31.0339,0.1792,0.1706,0.866,49.0,12796.9291,2.0799
train,inline,2,640,60,12277.8475,59.9838,47.0728,30.7281,0.1355,0.1098,0.5329,50.0,10970.89,2.6229
train,inline,2,768,30,9009.6361,30.011,36.8556,30.7103,0.2756,0.2693,0.9326,50.0,11270.1612,0.0
train,inline,1,896,95,16098.5136,95.0227,82.6763,28.2305,1.4336,0.1415,0.0712,50.0,18176.7602,3.1015
train,inline,4,768,70,13344.5381,70.0003,26.7758,31.8735,1.9795,1.4874,0.3983,50.0,12391.1055,0.3225
train,inline,2,512,99999,18931.6111,126.8049,62.3914,30.1354,0.0935,0.0039,0.0,50.0,18954.858,0.0
train,inline,2,896,50,11182.7717,49.9983,44.1411,29.4232,0.2795,0.2574,0.6661,50.0,13615.0802,0.3235
train,inline,4,768,99999,18954.1099,126.8881,33.5108,30.6071,0.0371,0.0026,0.0,50.0,19315.699,4996.6091
train,inline,3,512,60,12233.7878,59.9749,33.7205,34.7073,0.0543,0.0532,0.5329,50.0,11043.6639,2.7087
train,inline,3,256,75,13886.1182,74.9747,41.0025,65.6231,0.0474,0.0397,0.3331,50.0,17495.3219,0.0
train,inline,3,896,55,11753.4708,54.973,33.5315,29.4167,0.062,0.062,0.5995,50.0,10537.7021,6577.4553
train,inline,1,512,50,11367.193,50.0798,67.7222,30.5181,0.4271,0.1884,0.6661,49.0,12076.198,2.1402
train,inline,2,896,75,13905.2866,74.9839,53.6329,28.9889,0.178,0.1349,0.3331,50.0,14962.3683,0.0776
train,inline,3,384,65,12794.1463,64.9554,37.0217,50.2702,0.0595,0.0499,0.4663,50.0,11909.7961,4.716
train,inline,4,384,65,12786.1525,64.9838,26.5104,50.7696,2.2912,1.7276,0.4649,50.0,12887.6811,1.5066
train,inline,1,512,35,9784.807,35.0856,63.9408,30.1196,0.3204,0.224,0.866,48.0,10442.1607,2.3911
train,inline,1,512,35,9776.421,35.0503,63.5271,29.662,0.312,0.2238,0.866,48.0,9306.0538,0.7918
train,inline,2,384,35,9513.0495,34.9645,41.3351,47.8904,0.4775,0.4775,0.866,50.0,11079.8812,3.095
train,inline,3,1024,85,15019.9212,84.9974,38.772,28.9467,0.0391,0.0289,0.1998,50.0,14078.4499,9593.8641
train,inline,2,512,75,13911.9493,74.99,50.7626,30.5209,0.0763,0.0424,0.3331,50.0,13109.8537,3.757
train,inline,2,1024,55,11722.3203,54.9987,47.066,28.6405,0.3145,0.2883,0.5995,50.0,13413.308,1.9293
train,inline,2,384,85,14981.9827,84.915,52.0561,48.76,0.1192,0.1192,0.1998,50.0,8568.9373,3.6296
train,inline,1,256,25,8715.8187,25.0459,71.6063,62.8533,0.0944,0.0993,0.9992,50.0,8393.6808,0.0
train,inline,4,512,99999,18927.0783,126.8376,34.6664,32.2808,0.0317,0.002,0.0,50.0,19275.6501,0.5253
train,inline,2,896,45,10637.7173,45.0007,42.4771,29.6452,0.2986,0.2818,0.7327,50.0,13812.6303,0.0
train,inline,3,896,95,16090.0488,95.0018,40.0872,29.5348,0.0202,0.0168,0.0666,50.0,16512.8853,7400.4045
train,inline,4,640,100,16625.804,100.0034,28.5523,31.9458,0.0119,0.0109,0.0,50.0,17069.925,0.0
train,inline,2,512,85,14997.6512,84.9774,53.9056,30.375,0.0664,0.0303,0.1998,50.0,12073.3106,1.9297
train,inline,3,1024,60,12322.5266,60.0118,33.909,28.2153,0.057,0.057,0.5329,50.0,12029.5707,8900.6943
train,inline,3,896,45,10671.6349,44.9876,32.2267,29.5882,0.0732,0.0732,0.7327,50.0,9907.9696,6370.836
train,inline,2,384,100,16621.4152,99.9335,55.1485,48.7745,0.0338,0.0115,0.0,50.0,10795.564,0.0
train,inline,3,384,100,16614.3102,99.9641,41.4764,48.3055,0.0136,0.0113,0.0,50.0,19144.6505,0.0
train,inline,4,512,100,16630.2169,99.9983,28.4614,33.1095,0.0173,0.0112,0.0,50.0,16406.2406,0.0
train,inline,4,1024,45,10587.7279,45.0185,23.3041,30.4326,0.0861,0.074,0.7321,50.0,10226.1292,0.0
train,inline,4,768,45,10606.2781,44.9825,23.3619,31.9459,3.5978,2.7167,0.7303,50.0,10712.8591,1.0874
train,inline,3,768,70,13365.2885,69.9879,35.8925,31.155,0.045,0.0442,0.3997,50.0,12971.9532,4590.1102
train,inline,1,512,40,10312.3799,40.0743,65.9292,30.6178,0.3566,0.2122,0.7994,48.0,8759.1936,4.6843
train,inline,2,768,50,11187.1118,49.9963,43.8306,30.0571,0.2187,0.1959,0.6661,50.0,12609.5388,2.8826
train,inline,4,1024,95,16060.0257,95.0093,31.3377,28.708,0.0308,0.0173,0.0666,50.0,15975.8959,0.7022
train,inline,4,512,85,14996.2507,84.9988,27.1889,33.4226,1.9552,1.4698,0.1987,50.0,16990.1884,0.4534
train,inline,3,768,85,14999.8045,84.9769,37.7051,30.7914,0.0316,0.0279,0.1998,50.0,13792.3991,4796.4006
train,inline,1,256,80,14484.6409,79.7363,82.1169,64.6606,0.6233,0.0925,0.2665,50.0,14005.448,0.0
train,inline,4,512,70,13361.6533,69.9996,25.3872,34.0066,3.8832,2.9282,0.3973,50.0,13901.8216,0.0
train,inline,3,768,99999,18958.766,126.8903,42.5057,31.6381,0.0507,0.0028,0.0,50.0,19953.3912,9989.2916
train,inline,3,512,45,10588.797,44.9799,30.7081,36.0474,0.0715,0.0691,0.7327,50.0,9895.1963,0.0849
train,inline,4,1024,25,8396.4856,24.9904,19.5333,30.9131,0.0987,0.0961,0.9983,50.0,7430.3711,1.0234
train,inline,3,640,70,13351.8967,69.9894,35.0639,32.2642,0.0533,0.0439,0.3997,50.0,14170.5533,2295.7675
train,inline,4,896,90,15517.2459,90.0067,30.4532,29.9814,0.3507,0.2629,0.1329,50.0,15190.5795,2.2884
train,inline,4,640,90,15530.4971,89.9869,27.7556,32.031,0.9816,0.7431,0.1326,50.0,15311.0782,0.0
train,inline,1,1024,30,9050.1224,29.8906,74.6544,26.8972,0.182,0.0714,0.933,50.0,11300.445,1.1752
train,inline,4,896,80,14424.464,79.9997,28.0285,29.8087,0.6863,0.5148,0.2659,50.0,15644.7519,2.9041
train,inline,2,384,85,14980.7197,84.9385,52.3033,48.5408,0.1192,0.1192,0.1998,50.0,10723.1995,0.0
train,inline,4,256,100,16622.9346,99.9494,33.1548,67.3559,0.0133,0.0109,0.0,50.0,17289.9717,0.8798
train,inline,1,896,95,16100.5996,95.0142,82.0399,28.3823,1.436,0.1417,0.0712,50.0,18238.9744,0.4666
train,inline,1,768,75,13965.125,75.0234,77.4174,29.3686,0.8974,0.131,0.3353,50.0,14312.4526,0.0
train,inline,3,1024,99999,18960.6349,126.9106,43.1492,28.6337,0.0605,0.0034,0.0,50.0,24120.1447,10014.7424
train,inline,1,1024,30,9050.6643,29.8812,74.7972,26.8046,0.183,0.0716,0.933,50.0,8885.6532,2.7514
train,inline,2,768,95,16083.715,94.9767,59.2062,29.1719,0.0761,0.0302,0.0666,50.0,14224.6634,0.0
train,inline,4,640,50,11171.7159,49.9906,24.6124,33.5568,4.8817,3.6725,0.663,50.0,11233.7777,2.895
train,inline,4,256,25,8336.2,24.977,20.8807,68.2242,0.0617,0.0729,0.9992,50.0,5564.3333,0.0
train,inline,3,640,55,11711.3452,54.9762,32.8683,33.5121,0.0643,0.0599,0.5995,50.0,10683.3701,2193.1185
train,inline,3,256,70,13344.1733,69.9821,39.379,65.8897,0.0448,0.0448,0.3997,50.0,16335.9725,0.0
train,inline,1,768,100,16642.8164,100.0275,82.2542,30.0344,1.2818,0.1193,0.0033,50.0,15642.1027,3.6874
train,inline,3,384,80,14429.7063,79.9597,39.01,49.3053,0.0388,0.0331,0.2665,50.0,17064.7684,0.1673
test,inline,1,512,99999,18981.2444,127.0388,90.4889,29.8439,3.0088,0.2108,0.0,50.0,23062.1333,0.0
train,inline,2,1024,70,13352.3816,69.9716,52.3861,27.9449,0.2347,0.1964,0.3997,50.0,14118.6016,0.0
train,inline,1,384,35,9777.2391,35.0312,68.66,46.9532,0.2571,0.1612,0.866,49.0,8544.5878,1.761
train,inline,2,640,70,13367.7893,69.9739,50.4155,30.471,0.1242,0.0858,0.3997,50.0,10762.1428,6.1508
train,inline,4,768,100,16621.3782,100.0137,30.2324,30.859,0.0256,0.0116,0.0,50.0,17079.2009,0.0
train,inline,2,512,30,9015.6782,29.9945,36.6267,31.966,0.0961,0.0961,0.9326,49.0,11135.8677,0.0
train,inline,4,512,90,15533.5438,89.9745,27.7821,32.9341,1.3008,0.9833,0.1324,50.0,15182.6424,1.4567
train,inline,2,256,60,12212.1323,59.9025,46.968,65.119,0.5361,0.5361,0.5329,50.0,9577.3051,1.8444
train,inline,3,640,30,8976.6839,29.9943,28.9788,34.9396,0.0863,0.0863,0.9326,50.0,6663.996,2020.6441
train,inline,1,896,85,15018.3983,84.9864,80.2343,27.7963,1.2419,0.137,0.2038,50.0,16513.3388,0.8922
train,inline,1,384,45,10828.7851,45.0166,71.0425,47.0179,0.3434,0.1488,0.7327,49.0,11326.0152,0.0
train,inline,4,768,100,16620.148,100.0056,30.1343,30.8101,0.0226,0.0114,0.0,50.0,17679.6643,0.4172
train,inline,1,512,45,10842.9117,45.0988,66.5444,30.8902,0.3938,0.2005,0.7327,49.0,10263.7172,0.0
train,inline,2,896,95,16079.9691,94.9674,61.0267,28.3004,0.0931,0.0367,0.0666,50.0,16072.4689,0.0
train,inline,3,640,40,10072.0659,39.9769,30.5577,34.3742,0.0807,0.0762,0.7994,50.0,7314.2036,2091.9231
train,inline,3,768,65,12824.5054,65.0009,34.9153,31.4877,0.0568,0.0501,0.4663,50.0,13053.8122,4515.3237
train,inline,3,768,45,10648.2114,45.0031,31.628,31.7187,0.079,0.0722,0.7327,50.0,10800.3516,4246.96
train,inline,2,512,25,8473.5855,25.009,35.8512,32.32,0.1008,0.1021,0.9992,49.0,11417.3343,1.0731
train,inline,1,896,85,15023.4841,85.0094,79.4243,28.3674,1.2306,0.1364,0.2038,50.0,16150.9077,0.0
train,inline,3,384,85,14969.4485,84.9397,39.2372,48.5635,0.0274,0.0274,0.1998,50.0,16652.2805,0.0
train,inline,2,256,55,11659.06,54.8923,46.7746,65.0378,0.6018,0.6018,0.5995,50.0,7632.2676,0.0
train,inline,4,640,40,10079.2796,40.0043,23.4368,33.7188,5.8488,4.4044,0.7956,50.0,11639.2831,0.0
train,inline,3,768,70,13367.5014,69.9876,34.4623,31.2906,0.0438,0.0438,0.3997,50.0,12241.7109,4586.5654
train,inline,4,896,35,9507.985,34.9809,22.1986,31.8704,2.1811,1.6474,0.8641,50.0,7321.8185,6.373
train,inline,1,896,50,11256.2444,49.9688,74.1559,28.0066,0.5768,0.1212,0.6678,50.0,11618.9514,0.0
train,inline,3,896,80,14466.3496,79.9998,37.4335,29.5777,0.0376,0.0338,0.2665,50.0,14813.2303,7090.9274
train,inline,4,512,25,8459.302,25.0125,22.5035,34.6585,9.7056,7.305,0.9933,50.0,10856.202,4.5637
train,inline,1,640,100,16643.8427,100.0437,82.1902,31.3519,1.0359,0.0947,0.0016,50.0,14973.7327,4.6569
train,inline,3,384,100,16609.8283,99.9441,40.856,47.9905,0.0107,0.0107,0.0,50.0,19086.5442,0.0
train,inline,3,896,85,15009.0749,85.0042,38.2156,29.8009,0.0338,0.0283,0.1998,50.0,15401.6977,7188.9795
train,inline,4,1024,90,15515.4154,90.0076,30.4873,29.0799,0.0412,0.0231,0.1331,50.0,16615.9916,0.9834
validation,inline,2,512,25,8325.5556,24.9968,39.6667,33.5351,0.0,0.0,1.0,50.0,8310.1778,0.0
test,inline,1,256,25,8521.3778,24.9947,75.3778,65.8577,0.064,1.7069,0.9967,49.0,8433.5111,0.0
train,inline,2,1024,60,12269.2335,59.9933,47.9168,28.6536,0.2838,0.2575,0.5329,50.0,13404.1568,0.0
train,inline,3,1024,100,16636.4239,100.0121,40.6795,28.928,0.0208,0.0115,0.0,50.0,17016.6425,10004.6263
train,inline,4,896,70,13334.406,70.0126,26.5349,30.7313,1.0138,0.7663,0.3988,50.0,13153.1331,0.0
train,inline,3,1024,25,8550.1095,25.0192,29.9521,27.4451,0.1037,0.0982,0.9992,50.0,8193.8998,7939.1197
train,inline,3,640,25,8432.8935,25.0002,27.8473,35.2841,0.0914,0.0921,0.9992,50.0,6112.5806,1982.5671
train,inline,3,384,70,13338.815,69.9581,37.7145,49.9131,0.0514,0.0442,0.3997,50.0,13366.7274,3.1197
train,inline,4,256,80,14413.5099,79.9617,29.9381,67.6185,0.03,0.0277,0.2665,50.0,13830.4599,1.1176
train,inline,4,1024,100,16610.067,99.9971,32.2069,28.7136,0.033,0.0122,0.0,50.0,15089.5516,4.2651
train,inline,1,640,95,16111.0422,95.0599,79.6965,31.1824,0.9619,0.1008,0.0682,50.0,16965.1687,0.0
train,inline,4,896,90,15520.0113,89.9797,29.9095,30.0131,0.3603,0.2636,0.1329,50.0,13417.699,5.7624
train,inline,2,640,80,14444.9679,79.9535,53.0498,29.568,0.0885,0.0606,0.2665,50.0,11807.9362,0.0619
train,inline,4,512,65,12817.2261,65.0028,25.4007,33.8442,4.538,3.4149,0.4635,50.0,13898.3053,1.4522
train,inline,2,384,50,11152.5209,49.9509,44.5932,48.1187,0.3699,0.3699,0.6661,50.0,10200.1603,1.665
train,inline,4,1024,85,14969.9838,84.9929,29.9304,29.3679,0.0523,0.0293,0.1997,50.0,12976.3673,6.2746
train,inline,1,768,40,10225.4925,39.9784,70.6841,28.8671,0.3865,0.1491,0.8,49.0,8603.4765,4.3964
train,inline,2,512,40,10107.2184,40.0158,40.5226,32.0824,0.0975,0.0846,0.7994,49.0,10939.3559,0.0
train,inline,3,640,40,10065.3368,39.968,30.2876,33.8739,0.0759,0.0759,0.7994,50.0,8050.1252,2088.2302
train,inline,2,896,100,16627.5787,99.9773,61.9888,28.457,0.0631,0.0117,0.0,50.0,15019.9509,0.0
train,inline,1,896,55,11793.6716,54.9566,75.7276,27.9361,0.6808,0.1239,0.6015,50.0,11669.6208,2.3908
train,inline,4,512,60,12273.4084,59.9994,25.5202,34.3297,5.1883,3.9015,0.5298,50.0,11563.3502,0.0
train,inline,1,256,55,11863.2927,54.8783,76.7452,63.8329,0.3767,0.0952,0.5995,50.0,11891.1137,0.0
train,inline,2,384,99999,18945.1449,126.9164,63.9894,47.2505,0.061,0.0029,0.0016,50.0,21756.3715,0.0
train,inline,4,768,65,12798.1214,65.0137,26.0847,31.9333,2.3041,1.7333,0.4647,50.0,12880.8925,0.0
train,inline,4,256,85,14969.8866,84.9778,30.7421,67.8378,0.0342,0.0241,0.1998,50.0,14124.6004,0.0
train,inline,1,896,70,13409.4508,69.9827,78.051,28.0118,0.9655,0.1306,0.4027,50.0,14495.9386,2.6109
train,inline,1,640,40,10264.2708,40.0252,67.6488,29.0989,0.3667,0.1804,0.7997,49.0,10920.1543,1.9373
train,inline,1,768,30,9154.1585,29.9882,67.7612,28.5706,0.2224,0.1532,0.9328,49.0,9012.1659,0.0
train,inline,1,384,30,9251.0751,30.06,66.6792,46.6181,0.2068,0.1669,0.9326,49.0,9622.7972,0.0
train,inline,2,1024,90,15540.0067,89.9707,60.7739,28.1827,0.1417,0.0742,0.1332,50.0,14133.5062,3.3846
train,inline,3,896,50,11217.609,50.0023,32.7967,29.6654,0.0719,0.0677,0.6661,50.0,12675.3094,6473.7456
train,inline,1,256,50,11330.8584,49.8761,76.3066,63.2319,0.3285,0.0959,0.6661,50.0,10700.7692,0.5678
train,inline,3,384,45,10612.8868,44.955,34.3249,51.5613,0.0858,0.072,0.7327,50.0,7205.7818,8.5058
train,inline,4,256,60,12204.2073,59.9748,26.6068,68.0625,0.0446,0.0442,0.5329,50.0,11974.7754,0.0
train,inline,2,1024,50,11174.6937,49.9827,43.8588,28.4851,0.3323,0.3188,0.6661,50.0,12751.8213,0.0
train,inline,2,640,99999,18934.6661,126.8267,61.4969,29.344,0.0652,0.0027,0.0,50.0,18547.5635,2505.1731
train,inline,4,768,95,16070.4436,94.998,29.9286,30.8774,0.3435,0.2572,0.0664,50.0,15865.793,1.2844
train,inline,2,512,90,15540.0411,89.9768,55.7446,30.538,0.0551,0.0239,0.1332,50.0,10856.8058,0.2795
train,inline,1,256,80,14483.0464,79.7258,82.0763,64.7611,0.6185,0.0922,0.2665,50.0,14264.0666,0.0
train,inline,2,384,45,10606.683,44.9598,43.5452,48.0416,0.4059,0.4059,0.7327,50.0,10470.9624,1.3762
train,inline,4,384,30,8949.0011,29.984,23.1218,52.0351,4.5744,3.4446,0.9298,50.0,5564.3333,4.783
train,inline,4,384,85,14984.603,84.9586,29.2606,50.838,0.9999,0.7473,0.1992,50.0,12975.3198,6.1291
validation,inline,3,256,100,16601.5111,99.9682,42.7852,67.0207,0.0146,0.0112,0.0,50.0,16685.0667,0.0
train,inline,4,256,65,12751.9097,64.9541,27.3856,67.5767,0.0401,0.0401,0.4663,50.0,11290.737,0.0
train,inline,3,1024,75,13940.287,75.0046,36.6514,28.5858,0.0403,0.04,0.3331,50.0,13070.0887,9315.9871
train,inline,3,768,85,14994.6928,84.9695,37.646,30.3452,0.0279,0.0277,0.1998,50.0,14709.9426,4795.4419
train,inline,3,768,55,11735.7787,54.9979,32.1791,31.4786,0.0605,0.0605,0.5995,50.0,11798.4517,4382.9146
train,inline,2,384,90,15526.0982,89.9271,52.9576,48.6005,0.0828,0.0828,0.1332,50.0,12315.4831,0.0
train,inline,3,896,100,16631.0297,99.9982,40.9078,29.6564,0.0125,0.011,0.0,50.0,16380.4049,7501.8644
train,inline,3,1024,25,8548.2824,25.0047,29.5549,27.124,0.1,0.0978,0.9992,50.0,9809.632,7945.9903
train,inline,4,384,85,14981.7282,84.9791,27.9347,50.6441,0.9795,0.7462,0.1992,50.0,14764.7221,0.0
train,inline,3,896,75,13926.8605,75.0107,36.8033,29.9015,0.0468,0.0398,0.3331,50.0,13820.1776,6981.3087
train,inline,3,512,25,8393.3896,24.9918,26.628,37.9052,0.0799,0.0897,0.9992,50.0,5564.3333,0.0
train,inline,3,896,40,10136.6786,40.0171,31.2414,30.0916,0.082,0.0792,0.7994,50.0,9171.5154,6259.4898
train,inline,1,384,30,9250.3261,30.0566,67.6207,46.5089,0.2168,0.1674,0.9326,49.0,9804.6908,1.597
train,inline,2,1024,70,13353.389,69.9788,52.8374,28.1191,0.2333,0.1962,0.3997,50.0,14176.7263,1.5134
train,inline,4,1024,100,16609.5334,100.0144,31.9829,28.6756,0.0281,0.0117,0.0,50.0,17614.6366,0.0
train,inline,1,1024,30,9051.0943,29.878,74.612,26.9529,0.1802,0.0715,0.933,50.0,8099.9372,2.1213
train,inline,1,1024,50,11216.5256,49.9222,77.4294,26.8028,0.6356,0.0991,0.6683,50.0,12313.0385,1.3596
train,inline,4,896,25,8408.5805,24.9893,20.2778,31.7165,2.4997,1.8982,0.997,50.0,8951.9025,0.0
train,inline,3,256,25,8458.0047,24.9939,34.151,66.5639,0.099,0.0957,0.9992,50.0,9710.1908,3.0178
train,inline,2,896,85,14994.6911,84.9874,57.2101,28.3889,0.14,0.086,0.1998,50.0,15948.7405,2.9017
train,inline,2,1024,85,14992.4705,84.9834,58.2688,28.0885,0.1577,0.1042,0.1998,50.0,16514.6514,0.0
train,inline,4,512,90,15540.0317,89.9826,27.675,33.3348,1.3087,0.9837,0.1324,50.0,14721.4967,2.2575
train,inline,4,768,100,16620.1257,99.9976,30.7794,31.01,0.0241,0.0115,0.0,50.0,15442.142,3.9776
train,inline,4,1024,25,8396.8597,25.0019,19.7324,30.9181,0.1041,0.0964,0.9983,50.0,7910.4201,0.0
train,inline,4,512,55,11727.1401,55.001,24.2904,34.3445,5.8224,4.3871,0.596,50.0,11784.1302,0.0
train,inline,1,896,35,9642.5373,34.9168,72.8837,27.9229,0.3101,0.1154,0.8666,50.0,7158.454,7.4902
train,inline,1,256,60,12389.9028,59.83,78.7661,64.3741,0.4386,0.0954,0.5329,50.0,9460.7437,4.2237
train,inline,1,1024,55,11759.6578,54.9315,77.3504,26.9735,0.7461,0.1058,0.6022,50.0,14497.5232,0.0
train,inline,2,768,35,9554.8133,35.0118,38.0424,30.7017,0.2541,0.2506,0.866,50.0,11404.9202,0.0
train,inline,2,768,30,9011.2685,29.9948,36.9954,30.8458,0.2789,0.2694,0.9326,50.0,10437.4974,3.6151
